,Type,Part of a policing operation,Policing operation,Latitude,Longitude,Gender,Age range,Self-defined ethnicity,Officer-defined ethnicity,Object of search,Outcome,Outcome linked to object of search,Removal of more than just outer clothing,Year,Month,geometry,index_right,FID,lsoa11cd,lsoa11nm,IMDRank,IMDDecil,Shape__Area,Shape__Length,LSOA_code
278604,Person and Vehicle search,0.0,,51.512317,-0.319528,Male,18-24,Asian or Asian British - Indian (A1),Asian,Controlled drugs,Offender given penalty notice,,,2017,2,POINT (-0.319528 51.512317),2093.0,2094.0,E01001222,Ealing 019A,12874.0,4.0,484116.363098145,4041.94083772218,E01001222
278640,Person search,0.0,,51.590072,-0.254773,Male,18-24,Black or Black British - Any other Black ethnic background (B9),Black,Controlled drugs,Offender given penalty notice,,,2017,2,POINT (-0.254773 51.590072),508.0,509.0,E01000516,Brent 002C,14898.0,5.0,640922.673019409,4797.20723682493,E01000516
278642,Person search,0.0,,51.590072,-0.254773,Male,18-24,Black or Black British - Any other Black ethnic background (B9),Black,Controlled drugs,Offender given penalty notice,,,2017,2,POINT (-0.254773 51.590072),508.0,509.0,E01000516,Brent 002C,14898.0,5.0,640922.673019409,4797.20723682493,E01000516
278704,Person search,0.0,,51.493727,-0.171488,Male,25-34,Not Stated (NS),Asian,Controlled drugs,Offender given penalty notice,,,2017,2,POINT (-0.171488 51.493727),1763.0,1764.0,E01002823,Kensington and Chelsea 014B,8812.0,3.0,212858.502677917,2278.37170964203,E01002823
278722,Person search,0.0,,51.546319,-0.191432,Male,over 34,White - White British (W1),White,Controlled drugs,Offender given penalty notice,,,2017,2,POINT (-0.191432 51.546319),955.0,956.0,E01000973,Camden 010E,13867.0,5.0,599437.706542969,5258.7188581257,E01000973
278727,Person search,0.0,,51.534079,-0.427916,Male,18-24,Black or Black British - African (B2),Black,Controlled drugs,Offender given penalty notice,,,2017,2,POINT (-0.427916 51.534079),1378.0,1379.0,E01002425,Hillingdon 018D,11402.0,4.0,930158.180664063,5494.11273293739,E01002425
278800,Person and Vehicle search,0.0,,51.423988,-0.113486,Male,18-24,Black or Black British - Any other Black ethnic background (B9),Black,Controlled drugs,Offender given penalty notice,,,2017,2,POINT (-0.113486 51.423988),3810.0,3811.0,E01003087,Lambeth 031E,3600.0,2.0,343025.238609314,3880.48125168103,E01003087
278882,Person and Vehicle search,0.0,,51.483823,0.065894,Male,18-24,Black or Black British - African (B2),Black,Controlled drugs,Offender given penalty notice,,,2017,2,POINT (0.065894 51.483823),2550.0,2551.0,E01001697,Greenwich 011C,6293.0,2.0,394663.526744843,3699.01214172827,E01001697
278933,Person and Vehicle search,0.0,,51.564771,-0.320322,Male,25-34,Asian or Asian British - Any other Asian ethnic background (A9),Asian,Controlled drugs,Offender given penalty notice,,,2017,2,POINT (-0.320322 51.564771),552.0,553.0,E01000563,Brent 008B,25021.0,8.0,986252.966308594,7822.45771310685,E01000563
278934,Person and Vehicle search,0.0,,51.565347,0.011843,Male,25-34,Black or Black British - Caribbean (B1),Black,Controlled drugs,Offender given penalty notice,,,2017,2,POINT (0.011843 51.565347),5113.0,5114.0,E01004440,Waltham Forest 024D,10223.0,4.0,615339.206687927,5084.08535989969,E01004440
278993,Person search,0.0,,51.541963,0.001481,Male,18-24,Black or Black British - Caribbean (B1),Black,Articles for use in criminal damage,Offender given penalty notice,,,2017,2,POINT (0.001481 51.541963),4326.0,4327.0,E01003617,Newham 012B,8005.0,3.0,587000.049614012,4568.05680159126,E01003617
279115,Person and Vehicle search,0.0,,51.530816,-0.092637,Male,18-24,Mixed - Any other Mixed ethnic background (M9),White,Controlled drugs,Offender given penalty notice,,,2017,2,POINT (-0.092637 51.530816),2626.0,2627.0,E01001779,Hackney 026A,7718.0,3.0,361182.711673737,3461.1143163628,E01001779
279148,Person and Vehicle search,0.0,,51.530172,0.037642,Male,18-24,White - White British (W1),White,Controlled drugs,Offender given penalty notice,,,2017,2,POINT (0.037642 51.530172),4208.0,4209.0,E01003492,Newham 025A,10800.0,4.0,250456.237375259,3040.82688528757,E01003492
279165,Person and Vehicle search,0.0,,51.568168,-0.406526,Male,18-24,Asian/Asian British - Any other Asian background,Asian,Controlled drugs,Offender given penalty notice,,,2017,5,POINT (-0.406526 51.568168),1421.0,1422.0,E01002468,Hillingdon 010C,28529.0,9.0,510811.675262451,4043.7716625686,E01002468
279262,Person search,0.0,,51.498114,-0.410195,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Articles for use in criminal damage,Offender given penalty notice,,,2017,5,POINT (-0.410195 51.498114),1584.0,1585.0,E01002637,Hounslow 005C,7357.0,3.0,1787710.09298706,7862.11341853019,E01002637
279275,Person search,0.0,,51.359055,-0.190673,Male,25-34,Black/African/Caribbean/Black British - African,Black,Controlled drugs,Offender given penalty notice,,,2017,5,POINT (-0.190673 51.359055),4835.0,4836.0,E01004150,Sutton 021C,13054.0,4.0,411298.717407227,4286.3139676218,E01004150
279454,Person and Vehicle search,0.0,,51.560496,-0.04758,Male,18-24,Black/African/Caribbean/Black British - African,Black,Controlled drugs,Offender given penalty notice,,,2017,5,POINT (-0.04758 51.560496),,,,,,,,,
279458,Person search,0.0,,51.526794,0.099166,Male,18-24,Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background,White,Controlled drugs,Offender given penalty notice,,,2017,5,POINT (0.099166 51.526794),89.0,90.0,E01000093,Barking and Dagenham 022B,2669.0,1.0,754070.427764893,5775.04569487946,E01000093
279468,Person and Vehicle search,0.0,,51.583366,-0.072178,Male,25-34,Other ethnic group - Any other ethnic group,Other,Articles for use in criminal damage,Offender given penalty notice,,,2017,5,POINT (-0.072178 51.583366),1027.0,1028.0,E01002072,Haringey 025D,5544.0,2.0,458758.216064453,4189.25126615382,E01002072
279631,Person search,0.0,,51.437145,-0.029363,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Controlled drugs,Offender given penalty notice,,,2017,5,POINT (-0.029363 51.437145),3916.0,3917.0,E01003194,Lewisham 029B,6054.0,2.0,858824.951986313,4474.24368359464,E01003194
279698,Person search,0.0,,51.536112,-0.246485,Male,18-24,Black/African/Caribbean/Black British - African,Black,Controlled drugs,Offender given penalty notice,,,2017,5,POINT (-0.246485 51.536112),516.0,517.0,E01000524,Brent 031B,3221.0,1.0,400559.03062439,4570.02630231905,E01000524
279702,Person and Vehicle search,0.0,,51.454301,-0.034022,Male,18-24,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Controlled drugs,Offender given penalty notice,,,2017,5,POINT (-0.034022 51.454301),3954.0,3955.0,E01003233,Lewisham 015D,17613.0,6.0,359849.764945984,4645.92867173386,E01003233
279867,Person and Vehicle search,0.0,,51.53744,0.080059,Male,over 34,Asian/Asian British - Any other Asian background,Asian,Controlled drugs,Offender given penalty notice,,,2017,5,POINT (0.080059 51.53744),8.0,9.0,E01000010,Barking and Dagenham 015C,6900.0,3.0,900507.482364655,4976.18078937478,E01000010
280056,Person and Vehicle search,0.0,,51.544074,-0.090093,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Controlled drugs,Offender given penalty notice,,,2017,5,POINT (-0.090093 51.544074),1663.0,1664.0,E01002720,Islington 016C,4250.0,2.0,259935.090465546,2728.6769414167,E01002720
280124,Person and Vehicle search,0.0,,51.55025,-0.079478,Male,25-34,Other ethnic group - Any other ethnic group,White,Controlled drugs,Offender given penalty notice,,,2017,5,POINT (-0.079478 51.55025),1717.0,1718.0,E01002777,Islington 012A,9255.0,3.0,305412.695617676,2874.10650971034,E01002777
280250,Person search,0.0,,51.617568,-0.062538,Male,18-24,Black/African/Caribbean/Black British - African,Black,Controlled drugs,Offender given penalty notice,,,2017,5,POINT (-0.062538 51.617568),2299.0,2300.0,E01001430,Enfield 030E,3702.0,2.0,302968.417095184,3074.18326552606,E01001430
280420,Person and Vehicle search,0.0,,51.44593,0.013066,Male,18-24,Black/African/Caribbean/Black British - Caribbean,Black,Controlled drugs,Offender given penalty notice,,,2017,5,POINT (0.013066 51.44593),3987.0,3988.0,E01003268,Lewisham 023B,12132.0,4.0,761231.60348177,4435.25233566316,E01003268
280502,Person search,0.0,,51.523295,-0.409044,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Controlled drugs,Offender given penalty notice,,,2017,5,POINT (-0.409044 51.523295),1347.0,1348.0,E01002394,Hillingdon 021A,15258.0,5.0,759903.255279541,4053.34429753609,E01002394
280584,Person search,0.0,,51.513915,-0.240809,Male,18-24,Black/African/Caribbean/Black British - African,Other,Controlled drugs,Offender given penalty notice,,,2017,5,POINT (-0.240809 51.513915),2801.0,2802.0,E01001959,Hammersmith and Fulham 003C,4238.0,2.0,500767.248748779,4073.98985061741,E01001959
280635,Person search,0.0,,51.489774,-0.099277,Male,18-24,Black/African/Caribbean/Black British - Caribbean,Black,Controlled drugs,Offender given penalty notice,,,2017,5,POINT (-0.099277 51.489774),,,,,,,,,
280711,Person and Vehicle search,0.0,,51.58615,-0.091172,Male,over 34,Black/African/Caribbean/Black British - African,Black,Articles for use in criminal damage,Offender given penalty notice,,,2017,5,POINT (-0.091172 51.58615),2883.0,2884.0,E01002043,Haringey 026A,9360.0,3.0,283032.895629883,2753.77488171205,E01002043
280725,Person search,0.0,,51.551838,-0.079281,Male,18-24,Other ethnic group - Not stated,White,Controlled drugs,Offender given penalty notice,,,2017,5,POINT (-0.079281 51.551838),2597.0,2598.0,E01001747,Hackney 014B,7514.0,3.0,365995.077377319,3589.0534772134,E01001747
280762,Person and Vehicle search,0.0,,51.418379,-0.060747,Male,over 34,Mixed/Multiple ethnic groups - White and Black Caribbean,Black,Controlled drugs,Offender given penalty notice,,,2017,5,POINT (-0.060747 51.418379),730.0,731.0,E01000745,Bromley 005D,14848.0,5.0,1213015.9347229,7494.4665385994,E01000745
280871,Person and Vehicle search,0.0,,51.553926,0.024884,Male,18-24,Asian/Asian British - Pakistani,Asian,Controlled drugs,Offender given penalty notice,,,2017,5,POINT (0.024884 51.553926),4256.0,4257.0,E01003543,Newham 001A,11912.0,4.0,431535.124368668,3679.05015470695,E01003543
280913,Person and Vehicle search,0.0,,51.59542,0.170205,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Controlled drugs,Offender given penalty notice,,,2017,5,POINT (0.170205 51.59542),1281.0,1282.0,E01002327,Havering 009A,18495.0,6.0,731301.650840759,5068.5246535356,E01002327
281051,Person and Vehicle search,0.0,,51.548246,-0.106663,Male,25-34,White - Any other White background,White,Controlled drugs,Offender given penalty notice,,,2017,5,POINT (-0.106663 51.548246),1735.0,1736.0,E01002795,Islington 013D,10755.0,4.0,456948.451408386,3513.28058399878,E01002795
281140,Person and Vehicle search,0.0,,51.485419,0.097078,Male,18-24,Black/African/Caribbean/Black British - Caribbean,Black,Controlled drugs,Offender given penalty notice,,,2017,5,POINT (0.097078 51.485419),2532.0,2533.0,E01001677,Greenwich 006E,14595.0,5.0,524088.235031128,3925.15761112764,E01001677
281177,Person and Vehicle search,0.0,,51.550665,7.4e-05,Male,25-34,Black/African/Caribbean/Black British - Caribbean,Black,Controlled drugs,Offender given penalty notice,,,2017,5,POINT (0.000074 51.550665),4324.0,4325.0,E01003615,Newham 013C,9394.0,3.0,277838.856450558,3091.54152737701,E01003615
281234,Person search,0.0,,51.541809,-0.206378,Male,18-24,White - Any other White background,White,Controlled drugs,Offender given penalty notice,,,2017,5,POINT (-0.206378 51.541809),569.0,570.0,E01000580,Brent 032B,14258.0,5.0,1152377.57801819,4645.80522182421,E01000580
281262,Person and Vehicle search,0.0,,51.526735,0.061392,Male,18-24,Asian/Asian British - Any other Asian background,Asian,Controlled drugs,Offender given penalty notice,,,2017,5,POINT (0.061392 51.526735),4248.0,4249.0,E01003535,Newham 023A,3580.0,2.0,1280362.39988327,6299.68716419024,E01003535
281729,Person search,0.0,,51.510871,-0.377124,Male,25-34,Asian/Asian British - Any other Asian background,Asian,Controlled drugs,Offender given penalty notice,,,2017,5,POINT (-0.377124 51.510871),2230.0,2231.0,E01001360,Ealing 026B,8447.0,3.0,360999.532104492,3731.84272504445,E01001360
281746,Person search,0.0,,51.549497,0.044333,Male,18-24,Mixed/Multiple ethnic groups - White and Black Caribbean,Black,Controlled drugs,Offender given penalty notice,,,2017,5,POINT (0.044333 51.549497),4304.0,4305.0,E01003591,Newham 004D,6209.0,2.0,434553.763235092,3989.56205282548,E01003591
281847,Person search,0.0,,51.515632,-0.203991,Female,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Controlled drugs,Offender given penalty notice,,,2017,5,POINT (-0.203991 51.515632),1773.0,1774.0,E01002833,Kensington and Chelsea 007A,15083.0,5.0,187140.352096558,2544.95858221347,E01002833
281848,Person search,0.0,,51.515632,-0.203991,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Controlled drugs,Offender given penalty notice,,,2017,5,POINT (-0.203991 51.515632),1773.0,1774.0,E01002833,Kensington and Chelsea 007A,15083.0,5.0,187140.352096558,2544.95858221347,E01002833
281910,Person and Vehicle search,0.0,,51.525472,0.048273,Male,18-24,Asian/Asian British - Any other Asian background,Asian,Controlled drugs,Offender given penalty notice,,,2017,5,POINT (0.048273 51.525472),4250.0,4251.0,E01003537,Newham 024C,10573.0,4.0,500821.89153862,4085.17215409533,E01003537
281927,Person and Vehicle search,0.0,,51.513225,-0.384823,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Firearms,Offender given penalty notice,,,2017,5,POINT (-0.384823 51.513225),2233.0,2234.0,E01001363,Ealing 026D,10083.0,4.0,342927.530029297,3122.68372857689,E01001363
281961,Person and Vehicle search,0.0,,51.524079,0.045111,Male,25-34,Asian/Asian British - Indian,Asian,Controlled drugs,Offender given penalty notice,,,2017,5,POINT (0.045111 51.524079),4252.0,4253.0,E01003539,Newham 029B,9378.0,3.0,654696.832458496,4777.75516507675,E01003539
282044,Person and Vehicle search,0.0,,51.538115,0.051422,Male,over 34,Asian/Asian British - Bangladeshi,Asian,Controlled drugs,Offender given penalty notice,,,2017,5,POINT (0.051422 51.538115),4233.0,4234.0,E01003520,Newham 018A,9784.0,3.0,342880.953857422,3775.98183623759,E01003520
282065,Person search,0.0,,51.546949,-0.055415,Male,25-34,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Controlled drugs,Offender given penalty notice,,,2017,5,POINT (-0.055415 51.546949),2610.0,2611.0,E01001760,Hackney 017C,4504.0,2.0,371715.72082901,3580.76478282465,E01001760
282081,Person and Vehicle search,0.0,,51.516031,0.016544,Male,18-24,Asian/Asian British - Any other Asian background,Asian,Controlled drugs,Offender given penalty notice,,,2017,5,POINT (0.016544 51.516031),,,,,,,,,
282107,Person search,0.0,,51.534469,0.078698,Male,over 34,White - Any other White background,White,Controlled drugs,Offender given penalty notice,,,2017,5,POINT (0.078698 51.534469),8.0,9.0,E01000010,Barking and Dagenham 015C,6900.0,3.0,900507.482364655,4976.18078937478,E01000010
282113,Person and Vehicle search,0.0,,51.514749,0.004784,Male,25-34,Asian/Asian British - Any other Asian background,Asian,Controlled drugs,Offender given penalty notice,,,2017,5,POINT (0.004784 51.514749),,,,,,,,,
282148,Person search,0.0,,51.5005,-0.009212,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Controlled drugs,Offender given penalty notice,,,2017,5,POINT (-0.009212 51.5005),4903.0,4904.0,E01004221,Tower Hamlets 028D,15260.0,5.0,353935.310609818,4703.14106790971,E01004221
282210,Person search,0.0,,51.552469,-0.323415,Male,18-24,White - Any other White background,White,Controlled drugs,Offender given penalty notice,,,2017,5,POINT (-0.323415 51.552469),2183.0,2184.0,E01001313,Ealing 002D,20272.0,7.0,445248.958068848,4581.4923298211,E01001313
282217,Person search,0.0,,51.536326,0.076951,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Controlled drugs,Offender given penalty notice,,,2017,5,POINT (0.076951 51.536326),8.0,9.0,E01000010,Barking and Dagenham 015C,6900.0,3.0,900507.482364655,4976.18078937478,E01000010
282254,Person search,0.0,,51.419241,-0.294309,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Articles for use in criminal damage,Offender given penalty notice,,,2017,5,POINT (-0.294309 51.419241),1874.0,1875.0,E01002934,Kingston upon Thames 004B,31781.0,10.0,529401.814407349,3888.13957918361,E01002934
282263,Person search,0.0,,51.458314,-0.06012,Male,25-34,Black/African/Caribbean/Black British - Caribbean,Black,Controlled drugs,Offender given penalty notice,,,2017,5,POINT (-0.06012 51.458314),4703.0,4704.0,E01004015,Southwark 028C,12177.0,4.0,1471929.64679718,6177.43246963576,E01004015
282381,Person search,0.0,,51.438294,-0.356476,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Controlled drugs,Offender given penalty notice,,,2017,5,POINT (-0.356476 51.438294),4604.0,4605.0,E01003900,Richmond upon Thames 015C,13430.0,5.0,1928588.85952759,5830.56891583651,E01003900
282528,Person search,0.0,,51.455835,0.146649,Female,over 34,Black/African/Caribbean/Black British - African,Black,Articles for use in criminal damage,Offender given penalty notice,,,2017,5,POINT (0.146649 51.455835),357.0,358.0,E01000362,Bexley 015B,21457.0,7.0,1022020.81220245,5775.11343853916,E01000362
282583,Person search,0.0,,51.531522,0.032887,Male,18-24,Asian/Asian British - Pakistani,Asian,Controlled drugs,Offender given penalty notice,,,2017,5,POINT (0.032887 51.531522),4312.0,4313.0,E01003599,Newham 022C,7477.0,3.0,345988.005109787,3144.18690770645,E01003599
