,Type,Part of a policing operation,Policing operation,Latitude,Longitude,Gender,Age range,Self-defined ethnicity,Officer-defined ethnicity,Object of search,Outcome,Outcome linked to object of search,Removal of more than just outer clothing,Further_outcome,Year,Month,season,geometry,index_right,FID,lsoa11cd,lsoa11nm,IMDRank,IMDDecil,Shape__Area,Shape__Length,LSOA_code
1405944,Person search,0.0,,51.586039,-0.230403,Male,,Other ethnic group - Not stated,White,Controlled drugs,A no further action disposal,,,1,2022,5,2,POINT (-0.230403 51.586039),232.0,233.0,E01000237,Barnet 032A,25066.0,8.0,855450.465499878,5907.10335582659,E01000237
1406082,Person search,0.0,,51.576637,-0.239038,Male,18-24,Asian/Asian British - Any other Asian background,Other,Controlled drugs,A no further action disposal,,,1,2022,5,2,POINT (-0.239038 51.576637),300.0,301.0,E01000305,Barnet 036B,9115.0,3.0,1782162.58666992,9909.63976563407,E01000305
1406380,Person search,0.0,,51.573794,-0.230604,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Controlled drugs,Arrest,,,1,2022,5,2,POINT (-0.230604 51.573794),302.0,303.0,E01000307,Barnet 039D,11835.0,4.0,1290782.13354492,6918.15129737752,E01000307
1407431,Person search,0.0,,51.577607,-0.218737,Male,10-17,Other ethnic group - Any other ethnic group,Other,Stolen goods,A no further action disposal,,,1,2022,5,2,POINT (-0.218737 51.577607),305.0,306.0,E01000310,Barnet 034C,15067.0,5.0,802241.432769775,8121.73202495864,E01000310
1408389,Person and Vehicle search,0.0,,51.581748,-0.235116,Male,over 34,White - Any other White background,White,Stolen goods,A no further action disposal,,,1,2022,6,2,POINT (-0.235116 51.581748),308.0,309.0,E01000313,Barnet 036F,14409.0,5.0,561841.417999268,5210.28681705047,E01000313
1408400,Person and Vehicle search,0.0,,51.581748,-0.235116,Male,25-34,Other ethnic group - Not stated,White,Evidence of offences under the Act,Arrest,,,1,2022,6,2,POINT (-0.235116 51.581748),308.0,309.0,E01000313,Barnet 036F,14409.0,5.0,561841.417999268,5210.28681705047,E01000313
1409380,Person search,0.0,,51.576637,-0.239038,Male,18-24,Other ethnic group - Not stated,Other,Controlled drugs,A no further action disposal,,,1,2022,6,2,POINT (-0.239038 51.576637),300.0,301.0,E01000305,Barnet 036B,9115.0,3.0,1782162.58666992,9909.63976563407,E01000305
1409418,Person and Vehicle search,0.0,,51.58154,-0.237434,Male,18-24,Asian/Asian British - Indian,Asian,Controlled drugs,Community resolution,,,1,2022,6,2,POINT (-0.237434 51.58154),308.0,309.0,E01000313,Barnet 036F,14409.0,5.0,561841.417999268,5210.28681705047,E01000313
1409420,Person search,0.0,,51.58154,-0.237434,Male,25-34,Asian/Asian British - Any other Asian background,Asian,Controlled drugs,Penalty Notice for Disorder,,,1,2022,6,2,POINT (-0.237434 51.58154),308.0,309.0,E01000313,Barnet 036F,14409.0,5.0,561841.417999268,5210.28681705047,E01000313
1409492,Person search,0.0,,51.5833,-0.22296,Male,25-34,Asian/Asian British - Any other Asian background,Asian,Controlled drugs,A no further action disposal,,,1,2022,6,2,POINT (-0.22296 51.5833),306.0,307.0,E01000311,Barnet 034D,23246.0,8.0,876697.655136108,4465.06515640905,E01000311
1412445,Person search,0.0,,51.576454,-0.234037,Male,25-34,Black/African/Caribbean/Black British - African,Black,Controlled drugs,A no further action disposal,,,1,2022,6,2,POINT (-0.234037 51.576454),302.0,303.0,E01000307,Barnet 039D,11835.0,4.0,1290782.13354492,6918.15129737752,E01000307
1416223,Person search,0.0,,51.587135,-0.217311,Male,25-34,Asian/Asian British - Any other Asian background,Other,Controlled drugs,Arrest,,,1,2022,6,2,POINT (-0.217311 51.587135),233.0,234.0,E01000238,Barnet 034B,19485.0,6.0,565153.465118408,4129.99939104607,E01000238
1420552,Person search,0.0,,51.589015,-0.219071,Male,over 34,Other ethnic group - Not stated,White,Evidence of offences under the Act,A no further action disposal,,,1,2022,6,2,POINT (-0.219071 51.589015),238.0,239.0,E01000243,Barnet 032C,19861.0,7.0,481714.240386963,5458.86111888,E01000243
1420562,Person search,0.0,,51.588697,-0.22005,Male,over 34,Other ethnic group - Not stated,White,Evidence of offences under the Act,A no further action disposal,,,1,2022,6,2,POINT (-0.22005 51.588697),238.0,239.0,E01000243,Barnet 032C,19861.0,7.0,481714.240386963,5458.86111888,E01000243
1420610,Person and Vehicle search,0.0,,51.588697,-0.22005,Male,25-34,Other ethnic group - Not stated,White,Evidence of offences under the Act,A no further action disposal,,,1,2022,6,2,POINT (-0.22005 51.588697),238.0,239.0,E01000243,Barnet 032C,19861.0,7.0,481714.240386963,5458.86111888,E01000243
1421139,Person and Vehicle search,0.0,,51.586189,-0.221924,Male,25-34,Asian/Asian British - Pakistani,Asian,Controlled drugs,A no further action disposal,,,1,2022,6,2,POINT (-0.221924 51.586189),240.0,241.0,E01000245,Barnet 032E,11312.0,4.0,466002.454406738,4260.11884529648,E01000245
1421247,Person search,0.0,,51.576637,-0.239038,Male,25-34,Other ethnic group - Not stated,Other,Offensive weapons,A no further action disposal,,,1,2022,6,2,POINT (-0.239038 51.576637),300.0,301.0,E01000305,Barnet 036B,9115.0,3.0,1782162.58666992,9909.63976563407,E01000305
1421594,Person and Vehicle search,0.0,,51.576637,-0.239038,Male,18-24,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Offensive weapons,A no further action disposal,,,1,2022,6,2,POINT (-0.239038 51.576637),300.0,301.0,E01000305,Barnet 036B,9115.0,3.0,1782162.58666992,9909.63976563407,E01000305
1421595,Person and Vehicle search,0.0,,51.576637,-0.239038,Male,18-24,Other ethnic group - Not stated,Black,Offensive weapons,A no further action disposal,,,1,2022,6,2,POINT (-0.239038 51.576637),300.0,301.0,E01000305,Barnet 036B,9115.0,3.0,1782162.58666992,9909.63976563407,E01000305
1421597,Person search,0.0,,51.579063,-0.240156,Male,18-24,Asian/Asian British - Any other Asian background,Asian,Offensive weapons,Arrest,,,1,2022,6,2,POINT (-0.240156 51.579063),308.0,309.0,E01000313,Barnet 036F,14409.0,5.0,561841.417999268,5210.28681705047,E01000313
1421610,Person search,0.0,,51.601192,-0.234045,Male,25-34,Other ethnic group - Not stated,Other,Evidence of offences under the Act,A no further action disposal,,,1,2022,6,2,POINT (-0.234045 51.601192),235.0,236.0,E01000240,Barnet 031B,14717.0,5.0,1135794.57661438,7212.26296472686,E01000240
1421649,Person search,0.0,,51.601192,-0.234045,Male,25-34,Other ethnic group - Not stated,Other,Evidence of offences under the Act,A no further action disposal,,,1,2022,6,2,POINT (-0.234045 51.601192),235.0,236.0,E01000240,Barnet 031B,14717.0,5.0,1135794.57661438,7212.26296472686,E01000240
1423183,Person search,0.0,,51.575494,-0.2324,Male,25-34,Other ethnic group - Not stated,White,Offensive weapons,A no further action disposal,,,1,2022,6,2,POINT (-0.2324 51.575494),302.0,303.0,E01000307,Barnet 039D,11835.0,4.0,1290782.13354492,6918.15129737752,E01000307
1423760,Person and Vehicle search,0.0,,51.576454,-0.234037,Male,25-34,White - Any other White background,White,Evidence of offences under the Act,Arrest,,,1,2022,6,2,POINT (-0.234037 51.576454),302.0,303.0,E01000307,Barnet 039D,11835.0,4.0,1290782.13354492,6918.15129737752,E01000307
1424394,Person search,0.0,,51.573605,-0.232964,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Offensive weapons,A no further action disposal,,,1,2022,7,2,POINT (-0.232964 51.573605),302.0,303.0,E01000307,Barnet 039D,11835.0,4.0,1290782.13354492,6918.15129737752,E01000307
1428034,Vehicle search,0.0,,51.592169,-0.213028,,,,,Stolen goods,A no further action disposal,,,1,2022,7,2,POINT (-0.213028 51.592169),237.0,238.0,E01000242,Barnet 032B,15111.0,5.0,714757.449935913,4001.55201576834,E01000242
1428403,Person and Vehicle search,0.0,,51.588826,-0.208439,Male,25-34,Black/African/Caribbean/Black British - Caribbean,Black,Controlled drugs,Arrest,,,1,2022,7,2,POINT (-0.208439 51.588826),233.0,234.0,E01000238,Barnet 034B,19485.0,6.0,565153.465118408,4129.99939104607,E01000238
1429353,Person and Vehicle search,0.0,,51.589405,-0.221369,Male,18-24,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Controlled drugs,Community resolution,,,1,2022,7,2,POINT (-0.221369 51.589405),238.0,239.0,E01000243,Barnet 032C,19861.0,7.0,481714.240386963,5458.86111888,E01000243
1430045,Person and Vehicle search,0.0,,51.59132,-0.217508,Female,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Controlled drugs,A no further action disposal,,,1,2022,7,2,POINT (-0.217508 51.59132),237.0,238.0,E01000242,Barnet 032B,15111.0,5.0,714757.449935913,4001.55201576834,E01000242
1432583,Person search,0.0,,51.579608,-0.214921,Male,over 34,Other ethnic group - Not stated,Black,Evidence of offences under the Act,A no further action disposal,,,1,2022,7,2,POINT (-0.214921 51.579608),306.0,307.0,E01000311,Barnet 034D,23246.0,8.0,876697.655136108,4465.06515640905,E01000311
1435516,Person search,0.0,,51.579335,-0.243249,Male,over 34,Asian/Asian British - Any other Asian background,Asian,Offensive weapons,Arrest,,,1,2022,7,2,POINT (-0.243249 51.579335),308.0,309.0,E01000313,Barnet 036F,14409.0,5.0,561841.417999268,5210.28681705047,E01000313
1435914,Person search,0.0,,51.589405,-0.221369,Male,over 34,Other ethnic group - Any other ethnic group,Other,Stolen goods,Arrest,,,1,2022,7,2,POINT (-0.221369 51.589405),238.0,239.0,E01000243,Barnet 032C,19861.0,7.0,481714.240386963,5458.86111888,E01000243
1437032,Person and Vehicle search,0.0,,51.589118,-0.226501,Male,25-34,Black/African/Caribbean/Black British - African,Black,Controlled drugs,A no further action disposal,,,1,2022,7,2,POINT (-0.226501 51.589118),239.0,240.0,E01000244,Barnet 032D,18293.0,6.0,573826.639297485,7078.93659219137,E01000244
1439862,Person search,0.0,,51.577519,-0.218827,Male,,Other ethnic group - Not stated,Black,Offensive weapons,A no further action disposal,,,1,2022,8,2,POINT (-0.218827 51.577519),305.0,306.0,E01000310,Barnet 034C,15067.0,5.0,802241.432769775,8121.73202495864,E01000310
1439863,Person search,0.0,,51.577519,-0.218827,Male,,Other ethnic group - Not stated,Black,Offensive weapons,A no further action disposal,,,1,2022,8,2,POINT (-0.218827 51.577519),305.0,306.0,E01000310,Barnet 034C,15067.0,5.0,802241.432769775,8121.73202495864,E01000310
1439864,Person search,0.0,,51.577519,-0.218827,Male,,Other ethnic group - Not stated,Black,Offensive weapons,A no further action disposal,,,1,2022,8,2,POINT (-0.218827 51.577519),305.0,306.0,E01000310,Barnet 034C,15067.0,5.0,802241.432769775,8121.73202495864,E01000310
1439865,Person search,0.0,,51.577519,-0.218827,Male,,Other ethnic group - Not stated,Black,Offensive weapons,A no further action disposal,,,1,2022,8,2,POINT (-0.218827 51.577519),305.0,306.0,E01000310,Barnet 034C,15067.0,5.0,802241.432769775,8121.73202495864,E01000310
1439866,Person search,0.0,,51.577519,-0.218827,Male,,Other ethnic group - Not stated,Black,Offensive weapons,A no further action disposal,,,1,2022,8,2,POINT (-0.218827 51.577519),305.0,306.0,E01000310,Barnet 034C,15067.0,5.0,802241.432769775,8121.73202495864,E01000310
1439867,Person search,0.0,,51.577519,-0.218827,Male,,Other ethnic group - Not stated,Black,Offensive weapons,A no further action disposal,,,1,2022,8,2,POINT (-0.218827 51.577519),305.0,306.0,E01000310,Barnet 034C,15067.0,5.0,802241.432769775,8121.73202495864,E01000310
1439868,Person search,0.0,,51.577519,-0.218827,Male,,Other ethnic group - Not stated,Black,Offensive weapons,A no further action disposal,,,1,2022,8,2,POINT (-0.218827 51.577519),305.0,306.0,E01000310,Barnet 034C,15067.0,5.0,802241.432769775,8121.73202495864,E01000310
1439869,Person search,0.0,,51.577519,-0.218827,Male,,Other ethnic group - Not stated,Black,Offensive weapons,A no further action disposal,,,1,2022,8,2,POINT (-0.218827 51.577519),305.0,306.0,E01000310,Barnet 034C,15067.0,5.0,802241.432769775,8121.73202495864,E01000310
1439870,Person search,0.0,,51.575404,-0.234236,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,Other,Offensive weapons,Arrest,,,1,2022,8,2,POINT (-0.234236 51.575404),300.0,301.0,E01000305,Barnet 036B,9115.0,3.0,1782162.58666992,9909.63976563407,E01000305
1439871,Person search,0.0,,51.577519,-0.218827,Male,,Other ethnic group - Not stated,Black,Offensive weapons,A no further action disposal,,,1,2022,8,2,POINT (-0.218827 51.577519),305.0,306.0,E01000310,Barnet 034C,15067.0,5.0,802241.432769775,8121.73202495864,E01000310
1439872,Person search,0.0,,51.577519,-0.218827,Male,,Other ethnic group - Not stated,Black,Offensive weapons,A no further action disposal,,,1,2022,8,2,POINT (-0.218827 51.577519),305.0,306.0,E01000310,Barnet 034C,15067.0,5.0,802241.432769775,8121.73202495864,E01000310
1439873,Person search,0.0,,51.577519,-0.218827,Male,,Other ethnic group - Not stated,Black,Offensive weapons,A no further action disposal,,,1,2022,8,2,POINT (-0.218827 51.577519),305.0,306.0,E01000310,Barnet 034C,15067.0,5.0,802241.432769775,8121.73202495864,E01000310
1439874,Person search,0.0,,51.577519,-0.218827,Male,,Other ethnic group - Not stated,Black,Offensive weapons,A no further action disposal,,,1,2022,8,2,POINT (-0.218827 51.577519),305.0,306.0,E01000310,Barnet 034C,15067.0,5.0,802241.432769775,8121.73202495864,E01000310
1439875,Person search,0.0,,51.577519,-0.218827,Male,,Other ethnic group - Not stated,Black,Offensive weapons,A no further action disposal,,,1,2022,8,2,POINT (-0.218827 51.577519),305.0,306.0,E01000310,Barnet 034C,15067.0,5.0,802241.432769775,8121.73202495864,E01000310
1439876,Person search,0.0,,51.577519,-0.218827,Male,,Other ethnic group - Not stated,Black,Offensive weapons,A no further action disposal,,,1,2022,8,2,POINT (-0.218827 51.577519),305.0,306.0,E01000310,Barnet 034C,15067.0,5.0,802241.432769775,8121.73202495864,E01000310
1439877,Person search,0.0,,51.577519,-0.218827,Male,,Other ethnic group - Not stated,Black,Offensive weapons,A no further action disposal,,,1,2022,8,2,POINT (-0.218827 51.577519),305.0,306.0,E01000310,Barnet 034C,15067.0,5.0,802241.432769775,8121.73202495864,E01000310
1439880,Person search,0.0,,51.577519,-0.218827,Male,,Other ethnic group - Not stated,Black,Offensive weapons,A no further action disposal,,,1,2022,8,2,POINT (-0.218827 51.577519),305.0,306.0,E01000310,Barnet 034C,15067.0,5.0,802241.432769775,8121.73202495864,E01000310
1439892,Person search,0.0,,51.575404,-0.234236,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,Black,Offensive weapons,A no further action disposal,,,1,2022,8,2,POINT (-0.234236 51.575404),300.0,301.0,E01000305,Barnet 036B,9115.0,3.0,1782162.58666992,9909.63976563407,E01000305
1439893,Person search,0.0,,51.575404,-0.234236,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,Black,Offensive weapons,A no further action disposal,,,1,2022,8,2,POINT (-0.234236 51.575404),300.0,301.0,E01000305,Barnet 036B,9115.0,3.0,1782162.58666992,9909.63976563407,E01000305
1439894,Person search,0.0,,51.575404,-0.234236,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,Black,Offensive weapons,A no further action disposal,,,1,2022,8,2,POINT (-0.234236 51.575404),300.0,301.0,E01000305,Barnet 036B,9115.0,3.0,1782162.58666992,9909.63976563407,E01000305
1439896,Person search,0.0,,51.575404,-0.234236,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,Black,Offensive weapons,A no further action disposal,,,1,2022,8,2,POINT (-0.234236 51.575404),300.0,301.0,E01000305,Barnet 036B,9115.0,3.0,1782162.58666992,9909.63976563407,E01000305
1439897,Person search,0.0,,51.575404,-0.234236,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,Black,Offensive weapons,A no further action disposal,,,1,2022,8,2,POINT (-0.234236 51.575404),300.0,301.0,E01000305,Barnet 036B,9115.0,3.0,1782162.58666992,9909.63976563407,E01000305
1439898,Person search,0.0,,51.575404,-0.234236,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,Black,Offensive weapons,A no further action disposal,,,1,2022,8,2,POINT (-0.234236 51.575404),300.0,301.0,E01000305,Barnet 036B,9115.0,3.0,1782162.58666992,9909.63976563407,E01000305
1439899,Person search,0.0,,51.575404,-0.234236,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,Black,Offensive weapons,A no further action disposal,,,1,2022,8,2,POINT (-0.234236 51.575404),300.0,301.0,E01000305,Barnet 036B,9115.0,3.0,1782162.58666992,9909.63976563407,E01000305
1439900,Person search,0.0,,51.575404,-0.234236,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,Black,Offensive weapons,A no further action disposal,,,1,2022,8,2,POINT (-0.234236 51.575404),300.0,301.0,E01000305,Barnet 036B,9115.0,3.0,1782162.58666992,9909.63976563407,E01000305
1439901,Person search,0.0,,51.575404,-0.234236,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,Black,Offensive weapons,A no further action disposal,,,1,2022,8,2,POINT (-0.234236 51.575404),300.0,301.0,E01000305,Barnet 036B,9115.0,3.0,1782162.58666992,9909.63976563407,E01000305
1439902,Person search,0.0,,51.575404,-0.234236,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,Black,Offensive weapons,A no further action disposal,,,1,2022,8,2,POINT (-0.234236 51.575404),300.0,301.0,E01000305,Barnet 036B,9115.0,3.0,1782162.58666992,9909.63976563407,E01000305
1439903,Person search,0.0,,51.575404,-0.234236,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,Black,Offensive weapons,A no further action disposal,,,1,2022,8,2,POINT (-0.234236 51.575404),300.0,301.0,E01000305,Barnet 036B,9115.0,3.0,1782162.58666992,9909.63976563407,E01000305
1439904,Person search,0.0,,51.575404,-0.234236,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,Black,Offensive weapons,A no further action disposal,,,1,2022,8,2,POINT (-0.234236 51.575404),300.0,301.0,E01000305,Barnet 036B,9115.0,3.0,1782162.58666992,9909.63976563407,E01000305
1439905,Person search,0.0,,51.575404,-0.234236,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,Black,Offensive weapons,A no further action disposal,,,1,2022,8,2,POINT (-0.234236 51.575404),300.0,301.0,E01000305,Barnet 036B,9115.0,3.0,1782162.58666992,9909.63976563407,E01000305
1439906,Person search,0.0,,51.575404,-0.234236,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,Black,Offensive weapons,A no further action disposal,,,1,2022,8,2,POINT (-0.234236 51.575404),300.0,301.0,E01000305,Barnet 036B,9115.0,3.0,1782162.58666992,9909.63976563407,E01000305
1439908,Person search,0.0,,51.575404,-0.234236,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,Black,Offensive weapons,A no further action disposal,,,1,2022,8,2,POINT (-0.234236 51.575404),300.0,301.0,E01000305,Barnet 036B,9115.0,3.0,1782162.58666992,9909.63976563407,E01000305
1439910,Person search,0.0,,51.575404,-0.234236,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,Black,Offensive weapons,A no further action disposal,,,1,2022,8,2,POINT (-0.234236 51.575404),300.0,301.0,E01000305,Barnet 036B,9115.0,3.0,1782162.58666992,9909.63976563407,E01000305
1441404,Person search,0.0,,51.586701,-0.210644,Male,25-34,White - Any other White background,White,Controlled drugs,Community resolution,,,1,2022,8,2,POINT (-0.210644 51.586701),231.0,232.0,E01000236,Barnet 034A,23808.0,8.0,589603.116470337,3638.41217587178,E01000236
1443161,Person search,0.0,,51.586935,-0.219498,Male,,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Offensive weapons,A no further action disposal,,,1,2022,8,2,POINT (-0.219498 51.586935),240.0,241.0,E01000245,Barnet 032E,11312.0,4.0,466002.454406738,4260.11884529648,E01000245
1446773,Person and Vehicle search,0.0,,51.578898,-0.24175,Female,25-34,Black/African/Caribbean/Black British - African,Black,Controlled drugs,A no further action disposal,,,1,2022,8,2,POINT (-0.24175 51.578898),308.0,309.0,E01000313,Barnet 036F,14409.0,5.0,561841.417999268,5210.28681705047,E01000313
1447887,Person search,0.0,,51.583351,-0.222756,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Controlled drugs,Community resolution,,,1,2022,8,2,POINT (-0.222756 51.583351),306.0,307.0,E01000311,Barnet 034D,23246.0,8.0,876697.655136108,4465.06515640905,E01000311
1447888,Person search,0.0,,51.582684,-0.225626,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Controlled drugs,A no further action disposal,,,1,2022,8,2,POINT (-0.225626 51.582684),305.0,306.0,E01000310,Barnet 034C,15067.0,5.0,802241.432769775,8121.73202495864,E01000310
1447889,Person search,0.0,,51.582684,-0.225626,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Controlled drugs,Community resolution,,,1,2022,8,2,POINT (-0.225626 51.582684),305.0,306.0,E01000310,Barnet 034C,15067.0,5.0,802241.432769775,8121.73202495864,E01000310
1447890,Person search,0.0,,51.582684,-0.225626,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Controlled drugs,A no further action disposal,,,1,2022,8,2,POINT (-0.225626 51.582684),305.0,306.0,E01000310,Barnet 034C,15067.0,5.0,802241.432769775,8121.73202495864,E01000310
1447891,Person search,0.0,,51.583351,-0.222756,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Controlled drugs,A no further action disposal,,,1,2022,8,2,POINT (-0.222756 51.583351),306.0,307.0,E01000311,Barnet 034D,23246.0,8.0,876697.655136108,4465.06515640905,E01000311
1447892,Person search,0.0,,51.582684,-0.225626,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Controlled drugs,A no further action disposal,,,1,2022,8,2,POINT (-0.225626 51.582684),305.0,306.0,E01000310,Barnet 034C,15067.0,5.0,802241.432769775,8121.73202495864,E01000310
1447893,Person search,0.0,,51.582684,-0.225626,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Controlled drugs,A no further action disposal,,,1,2022,8,2,POINT (-0.225626 51.582684),305.0,306.0,E01000310,Barnet 034C,15067.0,5.0,802241.432769775,8121.73202495864,E01000310
1447894,Person search,0.0,,51.583351,-0.222756,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Controlled drugs,A no further action disposal,,,1,2022,8,2,POINT (-0.222756 51.583351),306.0,307.0,E01000311,Barnet 034D,23246.0,8.0,876697.655136108,4465.06515640905,E01000311
1447895,Person search,0.0,,51.582684,-0.225626,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Controlled drugs,A no further action disposal,,,1,2022,8,2,POINT (-0.225626 51.582684),305.0,306.0,E01000310,Barnet 034C,15067.0,5.0,802241.432769775,8121.73202495864,E01000310
1447896,Person search,0.0,,51.583351,-0.222756,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Controlled drugs,A no further action disposal,,,1,2022,8,2,POINT (-0.222756 51.583351),306.0,307.0,E01000311,Barnet 034D,23246.0,8.0,876697.655136108,4465.06515640905,E01000311
1447897,Person search,0.0,,51.583351,-0.222756,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Controlled drugs,Community resolution,,,1,2022,8,2,POINT (-0.222756 51.583351),306.0,307.0,E01000311,Barnet 034D,23246.0,8.0,876697.655136108,4465.06515640905,E01000311
1447898,Person search,0.0,,51.583351,-0.222756,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Controlled drugs,A no further action disposal,,,1,2022,8,2,POINT (-0.222756 51.583351),306.0,307.0,E01000311,Barnet 034D,23246.0,8.0,876697.655136108,4465.06515640905,E01000311
1447899,Person search,0.0,,51.582684,-0.225626,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Controlled drugs,A no further action disposal,,,1,2022,8,2,POINT (-0.225626 51.582684),305.0,306.0,E01000310,Barnet 034C,15067.0,5.0,802241.432769775,8121.73202495864,E01000310
1447900,Person search,0.0,,51.583351,-0.222756,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Controlled drugs,A no further action disposal,,,1,2022,8,2,POINT (-0.222756 51.583351),306.0,307.0,E01000311,Barnet 034D,23246.0,8.0,876697.655136108,4465.06515640905,E01000311
1447901,Person search,0.0,,51.582684,-0.225626,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Controlled drugs,Community resolution,,,1,2022,8,2,POINT (-0.225626 51.582684),305.0,306.0,E01000310,Barnet 034C,15067.0,5.0,802241.432769775,8121.73202495864,E01000310
1447902,Person search,0.0,,51.583351,-0.222756,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Controlled drugs,Community resolution,,,1,2022,8,2,POINT (-0.222756 51.583351),306.0,307.0,E01000311,Barnet 034D,23246.0,8.0,876697.655136108,4465.06515640905,E01000311
1447903,Person search,0.0,,51.582684,-0.225626,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Controlled drugs,Community resolution,,,1,2022,8,2,POINT (-0.225626 51.582684),305.0,306.0,E01000310,Barnet 034C,15067.0,5.0,802241.432769775,8121.73202495864,E01000310
1447904,Person search,0.0,,51.583351,-0.222756,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Controlled drugs,Community resolution,,,1,2022,8,2,POINT (-0.222756 51.583351),306.0,307.0,E01000311,Barnet 034D,23246.0,8.0,876697.655136108,4465.06515640905,E01000311
1447905,Person search,0.0,,51.582684,-0.225626,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Controlled drugs,Community resolution,,,1,2022,8,2,POINT (-0.225626 51.582684),305.0,306.0,E01000310,Barnet 034C,15067.0,5.0,802241.432769775,8121.73202495864,E01000310
1447906,Person search,0.0,,51.583351,-0.222756,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Controlled drugs,A no further action disposal,,,1,2022,8,2,POINT (-0.222756 51.583351),306.0,307.0,E01000311,Barnet 034D,23246.0,8.0,876697.655136108,4465.06515640905,E01000311
1447907,Person search,0.0,,51.583351,-0.222756,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Controlled drugs,A no further action disposal,,,1,2022,8,2,POINT (-0.222756 51.583351),306.0,307.0,E01000311,Barnet 034D,23246.0,8.0,876697.655136108,4465.06515640905,E01000311
1447908,Person search,0.0,,51.582684,-0.225626,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Controlled drugs,A no further action disposal,,,1,2022,8,2,POINT (-0.225626 51.582684),305.0,306.0,E01000310,Barnet 034C,15067.0,5.0,802241.432769775,8121.73202495864,E01000310
1447909,Person search,0.0,,51.583351,-0.222756,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Controlled drugs,Community resolution,,,1,2022,8,2,POINT (-0.222756 51.583351),306.0,307.0,E01000311,Barnet 034D,23246.0,8.0,876697.655136108,4465.06515640905,E01000311
1447910,Person search,0.0,,51.582684,-0.225626,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Controlled drugs,Community resolution,,,1,2022,8,2,POINT (-0.225626 51.582684),305.0,306.0,E01000310,Barnet 034C,15067.0,5.0,802241.432769775,8121.73202495864,E01000310
1447911,Person search,0.0,,51.582684,-0.225626,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Controlled drugs,A no further action disposal,,,1,2022,8,2,POINT (-0.225626 51.582684),305.0,306.0,E01000310,Barnet 034C,15067.0,5.0,802241.432769775,8121.73202495864,E01000310
1447912,Person search,0.0,,51.583351,-0.222756,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Controlled drugs,A no further action disposal,,,1,2022,8,2,POINT (-0.222756 51.583351),306.0,307.0,E01000311,Barnet 034D,23246.0,8.0,876697.655136108,4465.06515640905,E01000311
